pipeline,mean_bal_acc,std_bal_acc,median_bal_acc,min_bal_acc,max_bal_acc,mean_auroc,std_auroc,mean_n_features,n_repeats
en_nmc_pens_p50,0.834357182,0.02150453782767688,0.8341270999999999,0.7666668000000001,0.8924602,0.949138805,0.010377021247159283,109.96799999999999,200
en_nmc_pens_p80,0.832414725,0.02067772396162938,0.8323414,0.7694446,0.886111,0.946040215,0.010642146330613281,110.50299999999999,200
