,precision,recall,f1-score,support
HER2+,0.8333333333333334,0.8333333333333334,0.8333333333333334,6.0
HR+,0.7142857142857143,0.7142857142857143,0.7142857142857143,7.0
Triple Neg,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0
accuracy,0.8,0.8,0.8,0.8
macro avg,0.8015873015873015,0.8015873015873015,0.8015873015873015,20.0
weighted avg,0.8,0.8,0.8,20.0
