run_id,outter_seed,outter_fold,C,l1_ratio,top_k,mean_inner_accuracy,std_inner_accuracy
1,1,1,0.01,0.1,5,0.675,0.07288689868556626
1,1,1,0.01,0.1,10,0.6625,0.06373774391990981
1,1,1,0.01,0.1,20,0.6,0.075
1,1,1,0.01,0.1,50,0.575,0.10752906583803283
1,1,1,0.01,0.3,5,0.425,0.09185586535436918
1,1,1,0.01,0.3,10,0.3375,0.0637377439199098
1,1,1,0.01,0.3,20,0.3875,0.07288689868556625
1,1,1,0.01,0.3,50,0.5125,0.07288689868556625
1,1,1,0.01,0.5,5,0.425,0.09185586535436918
1,1,1,0.01,0.5,10,0.3375,0.0637377439199098
1,1,1,0.01,0.5,20,0.3875,0.07288689868556625
1,1,1,0.01,0.5,50,0.5125,0.07288689868556625
1,1,1,0.01,0.7,5,0.425,0.09185586535436918
1,1,1,0.01,0.7,10,0.3375,0.0637377439199098
1,1,1,0.01,0.7,20,0.3875,0.07288689868556625
1,1,1,0.01,0.7,50,0.5125,0.07288689868556625
1,1,1,0.01,0.9,5,0.425,0.09185586535436918
1,1,1,0.01,0.9,10,0.3375,0.0637377439199098
1,1,1,0.01,0.9,20,0.3875,0.07288689868556625
1,1,1,0.01,0.9,50,0.5125,0.07288689868556625
1,1,1,0.1,0.1,5,0.725,0.08477912478906585
1,1,1,0.1,0.1,10,0.7125,0.1403121520040228
1,1,1,0.1,0.1,20,0.7375,0.06123724356957946
1,1,1,0.1,0.1,50,0.725,0.1286953767623375
1,1,1,0.1,0.3,5,0.7625,0.06123724356957946
1,1,1,0.1,0.3,10,0.7625,0.025
1,1,1,0.1,0.3,20,0.7875,0.1159202311936963
1,1,1,0.1,0.3,50,0.7125,0.075
1,1,1,0.1,0.5,5,0.7625,0.06123724356957946
1,1,1,0.1,0.5,10,0.75,0.08838834764831845
1,1,1,0.1,0.5,20,0.7125,0.075
1,1,1,0.1,0.5,50,0.6875,0.06846531968814576
1,1,1,0.1,0.7,5,0.675,0.12119199643540823
1,1,1,0.1,0.7,10,0.7625,0.10752906583803283
1,1,1,0.1,0.7,20,0.7,0.046770717334674264
1,1,1,0.1,0.7,50,0.6625,0.09354143466934853
1,1,1,0.1,0.9,5,0.725,0.1015504800579495
1,1,1,0.1,0.9,10,0.75,0.07905694150420949
1,1,1,0.1,0.9,20,0.7375,0.09185586535436918
1,1,1,0.1,0.9,50,0.6375,0.09185586535436918
1,1,1,1.0,0.1,5,0.6875,0.11180339887498948
1,1,1,1.0,0.1,10,0.7625,0.12119199643540822
1,1,1,1.0,0.1,20,0.75,0.11180339887498948
1,1,1,1.0,0.1,50,0.75,0.10458250331675945
1,1,1,1.0,0.3,5,0.6625,0.08477912478906585
1,1,1,1.0,0.3,10,0.6875,0.14252192813739226
1,1,1,1.0,0.3,20,0.8,0.12119199643540823
1,1,1,1.0,0.3,50,0.7375,0.10752906583803283
1,1,1,1.0,0.5,5,0.725,0.10897247358851683
1,1,1,1.0,0.5,10,0.7875,0.1159202311936963
1,1,1,1.0,0.5,20,0.8,0.10752906583803283
1,1,1,1.0,0.5,50,0.7375,0.09185586535436917
1,1,1,1.0,0.7,5,0.725,0.075
1,1,1,1.0,0.7,10,0.75,0.125
1,1,1,1.0,0.7,20,0.8125,0.10458250331675945
1,1,1,1.0,0.7,50,0.7125,0.08477912478906585
1,1,1,1.0,0.9,5,0.7625,0.1274754878398196
1,1,1,1.0,0.9,10,0.7625,0.082915619758885
1,1,1,1.0,0.9,20,0.8125,0.08838834764831845
1,1,1,1.0,0.9,50,0.6875,0.03952847075210474
1,1,1,10.0,0.1,5,0.725,0.0637377439199098
1,1,1,10.0,0.1,10,0.6875,0.08838834764831845
1,1,1,10.0,0.1,20,0.6625,0.1286953767623375
1,1,1,10.0,0.1,50,0.75,0.06846531968814576
1,1,1,10.0,0.3,5,0.6875,0.11180339887498948
1,1,1,10.0,0.3,10,0.7625,0.10752906583803283
1,1,1,10.0,0.3,20,0.7375,0.09999999999999999
1,1,1,10.0,0.3,50,0.7625,0.08291561975888499
1,1,1,10.0,0.5,5,0.7,0.08291561975888499
1,1,1,10.0,0.5,10,0.75,0.2091650066335189
1,1,1,10.0,0.5,20,0.7625,0.08291561975888499
1,1,1,10.0,0.5,50,0.7625,0.12119199643540822
1,1,1,10.0,0.7,5,0.7125,0.09354143466934853
1,1,1,10.0,0.7,10,0.7,0.15
1,1,1,10.0,0.7,20,0.775,0.09354143466934853
1,1,1,10.0,0.7,50,0.775,0.09354143466934853
1,1,1,10.0,0.9,5,0.7125,0.09354143466934853
1,1,1,10.0,0.9,10,0.7125,0.1224744871391589
1,1,1,10.0,0.9,20,0.775,0.09354143466934853
1,1,1,10.0,0.9,50,0.7375,0.10752906583803283
1,1,2,0.01,0.1,5,0.575,0.09185586535436917
1,1,2,0.01,0.1,10,0.65,0.16583123951777
1,1,2,0.01,0.1,20,0.6875,0.11180339887498948
1,1,2,0.01,0.1,50,0.6375,0.09185586535436918
1,1,2,0.01,0.3,5,0.3625,0.1
1,1,2,0.01,0.3,10,0.3625,0.082915619758885
