param_clf__max_features,param_clf__min_samples_leaf,param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
sqrt,1,0.001,0.5,20,0.4166666666666667,0.1247219128924647,785,0.3666666666666667,0.45,0.5333333333333333,0.5333333333333333,0.2,0.4953293800354004,0.021368741989135742
sqrt,1,0.001,0.5,50,0.5433333333333332,0.11382247385975915,716,0.45,0.6166666666666667,0.7166666666666667,0.5333333333333333,0.4,0.49665541648864747,0.021322154998779298
sqrt,1,0.001,0.7,5,0.5900000000000001,0.13106402167558334,572,0.75,0.7166666666666667,0.45,0.43333333333333335,0.6000000000000001,0.48570852279663085,0.021174144744873048
sqrt,1,0.001,0.7,10,0.5766666666666667,0.045460605656619524,612,0.55,0.6166666666666667,0.6,0.6166666666666667,0.5,0.48842358589172363,0.021055841445922853
sqrt,1,0.001,0.7,20,0.4166666666666667,0.1247219128924647,785,0.3666666666666667,0.45,0.5333333333333333,0.5333333333333333,0.2,0.49491066932678224,0.0213106632232666
sqrt,1,0.001,0.7,50,0.5433333333333332,0.11382247385975915,716,0.45,0.6166666666666667,0.7166666666666667,0.5333333333333333,0.4,0.5010785102844239,0.021441841125488283
sqrt,1,0.001,0.9,5,0.5900000000000001,0.13106402167558334,572,0.75,0.7166666666666667,0.45,0.43333333333333335,0.6000000000000001,0.4858814239501953,0.02112269401550293
sqrt,1,0.001,0.9,10,0.5766666666666667,0.045460605656619524,612,0.55,0.6166666666666667,0.6,0.6166666666666667,0.5,0.4905848979949951,0.021293449401855468
sqrt,1,0.001,0.9,20,0.4166666666666667,0.1247219128924647,785,0.3666666666666667,0.45,0.5333333333333333,0.5333333333333333,0.2,0.4987042903900146,0.02126913070678711
sqrt,1,0.001,0.9,50,0.5433333333333332,0.11382247385975915,716,0.45,0.6166666666666667,0.7166666666666667,0.5333333333333333,0.4,0.4968383312225342,0.020920181274414064
sqrt,1,0.00359381,0.1,5,0.5900000000000001,0.13106402167558334,572,0.75,0.7166666666666667,0.45,0.43333333333333335,0.6000000000000001,0.4842692375183105,0.021129274368286134
sqrt,1,0.00359381,0.1,10,0.5766666666666667,0.045460605656619524,612,0.55,0.6166666666666667,0.6,0.6166666666666667,0.5,0.4892265796661377,0.021199798583984374
sqrt,1,0.00359381,0.1,20,0.4166666666666667,0.1247219128924647,785,0.3666666666666667,0.45,0.5333333333333333,0.5333333333333333,0.2,0.492452335357666,0.021341514587402344
sqrt,1,0.00359381,0.1,50,0.5433333333333332,0.11382247385975915,716,0.45,0.6166666666666667,0.7166666666666667,0.5333333333333333,0.4,0.49638686180114744,0.021289539337158204
sqrt,1,0.00359381,0.3,5,0.5900000000000001,0.13106402167558334,572,0.75,0.7166666666666667,0.45,0.43333333333333335,0.6000000000000001,0.4835980892181396,0.02120361328125
sqrt,1,0.00359381,0.3,10,0.5766666666666667,0.045460605656619524,612,0.55,0.6166666666666667,0.6,0.6166666666666667,0.5,0.4907435417175293,0.021056604385375977
sqrt,1,0.00359381,0.3,20,0.4166666666666667,0.1247219128924647,785,0.3666666666666667,0.45,0.5333333333333333,0.5333333333333333,0.2,0.49429926872253416,0.02110633850097656
sqrt,1,0.00359381,0.3,50,0.5433333333333332,0.11382247385975915,716,0.45,0.6166666666666667,0.7166666666666667,0.5333333333333333,0.4,0.4955263137817383,0.021265697479248048
sqrt,1,0.00359381,0.5,5,0.5900000000000001,0.13106402167558334,572,0.75,0.7166666666666667,0.45,0.43333333333333335,0.6000000000000001,0.4858769416809082,0.021393013000488282
sqrt,1,0.00359381,0.5,10,0.5766666666666667,0.045460605656619524,612,0.55,0.6166666666666667,0.6,0.6166666666666667,0.5,0.4894564628601074,0.021341419219970702
sqrt,1,0.00359381,0.5,20,0.4166666666666667,0.1247219128924647,785,0.3666666666666667,0.45,0.5333333333333333,0.5333333333333333,0.2,0.49346137046813965,0.021238183975219725
sqrt,1,0.00359381,0.5,50,0.5433333333333332,0.11382247385975915,716,0.45,0.6166666666666667,0.7166666666666667,0.5333333333333333,0.4,0.4985678672790527,0.021266794204711913
sqrt,1,0.00359381,0.7,5,0.5900000000000001,0.13106402167558334,572,0.75,0.7166666666666667,0.45,0.43333333333333335,0.6000000000000001,0.4846707820892334,0.021043777465820312
sqrt,1,0.00359381,0.7,10,0.5766666666666667,0.045460605656619524,612,0.55,0.6166666666666667,0.6,0.6166666666666667,0.5,0.48937249183654785,0.021216487884521483
sqrt,1,0.00359381,0.7,20,0.4166666666666667,0.1247219128924647,785,0.3666666666666667,0.45,0.5333333333333333,0.5333333333333333,0.2,0.49384822845458987,0.021180391311645508
sqrt,1,0.00359381,0.7,50,0.5433333333333332,0.11382247385975915,716,0.45,0.6166666666666667,0.7166666666666667,0.5333333333333333,0.4,0.5065247058868408,0.021138429641723633
sqrt,1,0.00359381,0.9,5,0.5900000000000001,0.13106402167558334,572,0.75,0.7166666666666667,0.45,0.43333333333333335,0.6000000000000001,0.48539161682128906,0.021189403533935548
