param_selector__k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
15,0.6599999999999999,0.1796910929592474,3,0.9166666666666667,0.5333333333333333,0.4166666666666667,0.6333333333333333,0.8,0.12397785186767578,0.001501321792602539
20,0.6366666666666667,0.1403962645910179,4,0.8166666666666667,0.5333333333333333,0.5166666666666667,0.5166666666666667,0.8,0.12352952957153321,0.0014649391174316405
30,0.6933333333333334,0.13767917618708922,1,0.9,0.6333333333333333,0.6166666666666667,0.5166666666666667,0.8,0.12365102767944336,0.0014714717864990235
50,0.6933333333333334,0.13767917618708922,1,0.9,0.6333333333333333,0.5166666666666667,0.6166666666666667,0.8,0.1235936164855957,0.00145416259765625
