param_clf__max_features,param_clf__min_samples_leaf,param_selector__k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
sqrt,1,5,0.59,0.061101009266077866,26,0.6333333333333333,0.5333333333333333,0.65,0.6333333333333333,0.5,0.6003626823425293,0.020864582061767577
sqrt,1,10,0.63,0.1780761385225744,19,0.7166666666666667,0.35,0.75,0.8333333333333333,0.5,0.6066581249237061,0.02096695899963379
sqrt,1,15,0.6333333333333333,0.21883530082893135,18,0.8166666666666667,0.26666666666666666,0.8333333333333333,0.75,0.5,0.6036212921142579,0.020891284942626952
sqrt,1,20,0.67,0.22020192753218323,10,0.8166666666666667,0.26666666666666666,0.8333333333333333,0.8333333333333333,0.6,0.606021499633789,0.020884037017822266
sqrt,1,30,0.6233333333333333,0.22125902367034783,22,0.7166666666666667,0.25,0.8166666666666667,0.8333333333333333,0.5,0.6096652507781982,0.02100687026977539
sqrt,1,50,0.6466666666666666,0.2550381235118477,17,0.8166666666666667,0.16666666666666666,0.8166666666666667,0.8333333333333333,0.6000000000000001,0.6118887901306153,0.02084212303161621
sqrt,1,75,0.6666666666666667,0.2178174567027272,12,0.8166666666666667,0.26666666666666666,0.8166666666666667,0.8333333333333333,0.6000000000000001,0.6153885364532471,0.02095341682434082
sqrt,1,100,0.6833333333333333,0.23261795096490537,7,0.8166666666666667,0.26666666666666666,0.8166666666666667,0.9166666666666667,0.6000000000000001,0.6217093467712402,0.02088465690612793
sqrt,5,5,0.5166666666666666,0.15563490039905,31,0.6333333333333333,0.26666666666666666,0.65,0.6333333333333333,0.4,0.592696237564087,0.02065615653991699
sqrt,5,10,0.5199999999999999,0.2550381235118476,29,0.55,0.16666666666666666,0.75,0.8333333333333333,0.30000000000000004,0.5904071807861329,0.020643043518066406
sqrt,5,15,0.5700000000000001,0.24752104287649299,28,0.7166666666666667,0.16666666666666666,0.75,0.8166666666666667,0.4,0.589893102645874,0.02067251205444336
sqrt,5,20,0.6866666666666668,0.269031183653081,5,0.8166666666666667,0.16666666666666666,0.8333333333333333,0.9166666666666667,0.7,0.59522705078125,0.020581150054931642
sqrt,5,30,0.6499999999999999,0.25733678754158373,15,0.8166666666666667,0.16666666666666666,0.8333333333333333,0.8333333333333333,0.6,0.5926699161529541,0.02048382759094238
sqrt,5,50,0.6833333333333333,0.28303906287138375,7,0.8166666666666667,0.16666666666666666,0.9166666666666667,0.9166666666666667,0.6,0.5996517658233642,0.021046781539916994
sqrt,5,75,0.72,0.26318561257535844,1,0.8166666666666667,0.26666666666666666,0.9166666666666667,1.0,0.6,0.5989397048950196,0.02076401710510254
sqrt,5,100,0.72,0.26318561257535844,1,0.8166666666666667,0.26666666666666666,0.9166666666666667,1.0,0.6,0.6006686687469482,0.020926475524902344
0.3,1,5,0.59,0.061101009266077866,26,0.6333333333333333,0.5333333333333333,0.65,0.6333333333333333,0.5,0.5941341876983642,0.02081127166748047
0.3,1,10,0.63,0.1780761385225744,19,0.7166666666666667,0.35,0.75,0.8333333333333333,0.5,0.5987308502197266,0.021158504486083984
0.3,1,15,0.6133333333333333,0.20531818125912657,23,0.7166666666666667,0.26666666666666666,0.8333333333333333,0.75,0.5,0.6015510082244873,0.02087116241455078
0.3,1,20,0.67,0.22020192753218323,10,0.8166666666666667,0.26666666666666666,0.8333333333333333,0.8333333333333333,0.6,0.6028121948242188,0.021316051483154297
0.3,1,30,0.6066666666666667,0.20885933597094056,24,0.7166666666666667,0.25,0.7333333333333334,0.8333333333333333,0.5,0.6204744815826416,0.020875978469848632
0.3,1,50,0.6266666666666666,0.2617462723920077,21,0.8166666666666667,0.16666666666666666,0.8166666666666667,0.8333333333333333,0.5,0.6207778453826904,0.020876264572143553
0.3,1,75,0.6833333333333333,0.23261795096490537,7,0.8166666666666667,0.26666666666666666,0.8166666666666667,0.9166666666666667,0.6000000000000001,0.6375964641571045,0.021096277236938476
0.3,1,100,0.6666666666666667,0.2178174567027272,12,0.8166666666666667,0.26666666666666666,0.8166666666666667,0.8333333333333333,0.6000000000000001,0.6501852035522461,0.02199716567993164
0.3,5,5,0.51,0.18785337071473826,32,0.6333333333333333,0.26666666666666666,0.7166666666666667,0.6333333333333333,0.30000000000000004,0.5862195014953613,0.020621585845947265
0.3,5,10,0.5199999999999999,0.2550381235118476,29,0.55,0.16666666666666666,0.75,0.8333333333333333,0.30000000000000004,0.586971378326416,0.020581722259521484
0.3,5,15,0.5900000000000001,0.23678400846904055,25,0.7166666666666667,0.16666666666666666,0.75,0.8166666666666667,0.5,0.5881478309631347,0.020594358444213867
0.3,5,20,0.65,0.2536401650632907,14,0.7166666666666667,0.16666666666666666,0.75,0.9166666666666667,0.7,0.5921278953552246,0.02076129913330078
0.3,5,30,0.6499999999999999,0.25733678754158373,15,0.8166666666666667,0.16666666666666666,0.8333333333333333,0.8333333333333333,0.6,0.5979175090789794,0.020778989791870116
0.3,5,50,0.6866666666666666,0.23461552473023697,6,0.8166666666666667,0.26666666666666666,0.9166666666666667,0.8333333333333333,0.6000000000000001,0.6037089347839355,0.020848464965820313
0.3,5,75,0.72,0.26318561257535844,1,0.8166666666666667,0.26666666666666666,0.9166666666666667,1.0,0.6,0.6105435371398926,0.020772838592529298
0.3,5,100,0.72,0.26318561257535844,1,0.8166666666666667,0.26666666666666666,0.9166666666666667,1.0,0.6,0.6186699390411377,0.020787429809570313
