param_selector__k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
5,0.6066666666666667,0.11999999999999998,8,0.65,0.4666666666666667,0.8166666666666667,0.55,0.55,0.1255030155181885,0.00165252685546875
10,0.7266666666666668,0.12274635093014646,5,0.65,0.55,0.9,0.7166666666666667,0.8166666666666667,0.12360339164733887,0.0015880584716796875
15,0.7433333333333334,0.1302134998974974,3,0.55,0.6333333333333333,0.9,0.8166666666666667,0.8166666666666667,0.12417140007019042,0.001505136489868164
20,0.7766666666666666,0.1319090595827292,2,0.55,0.7166666666666667,0.9,0.8166666666666667,0.9,0.12402710914611817,0.0015324115753173827
30,0.74,0.16485684025170985,4,0.55,0.5333333333333333,0.9,0.8166666666666667,0.9,0.12426314353942872,0.0015110969543457031
50,0.7899999999999999,0.1072898462628739,1,0.6333333333333333,0.7,0.8166666666666667,0.9,0.9,0.12501997947692872,0.0016286373138427734
75,0.7166666666666666,0.132077418374393,6,0.5333333333333333,0.6166666666666667,0.7166666666666667,0.9,0.8166666666666667,0.12458791732788085,0.001525545120239258
100,0.6833333333333333,0.13824294235551815,7,0.5333333333333333,0.5333333333333333,0.7166666666666667,0.9,0.7333333333333334,0.12449283599853515,0.001537179946899414
