param_selector__k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
15,0.6366666666666667,0.14959203781544583,4,0.4666666666666667,0.8166666666666667,0.7166666666666667,0.45,0.7333333333333334,0.12600574493408204,0.0015050888061523438
20,0.6533333333333333,0.10821788720498617,3,0.55,0.6333333333333333,0.8166666666666667,0.5333333333333333,0.7333333333333334,0.12469720840454102,0.001577615737915039
30,0.74,0.10466878978738388,2,0.6333333333333333,0.7166666666666667,0.9,0.6333333333333333,0.8166666666666667,0.12399497032165527,0.0014783859252929688
50,0.7466666666666667,0.1596524001977073,1,0.75,0.6333333333333333,1.0,0.5333333333333333,0.8166666666666667,0.12452259063720703,0.0014763832092285155
