param_selector__k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
5,0.62,0.20094222497468714,8,0.7166666666666667,0.6,0.2833333333333333,0.9,0.6,0.1251140594482422,0.0015513896942138672
10,0.6599999999999999,0.13848385385227327,7,0.48333333333333334,0.6,0.6166666666666667,0.9,0.7,0.12489748001098633,0.0015265464782714844
15,0.67,0.13678856352455462,6,0.7333333333333334,0.6,0.6166666666666667,0.9,0.5,0.1247549057006836,0.0016106605529785157
20,0.71,0.10088497300281038,3,0.6333333333333333,0.7,0.6166666666666667,0.9,0.7,0.12538495063781738,0.0015447616577148437
30,0.6799999999999999,0.048762462794426,5,0.7333333333333334,0.7,0.7166666666666667,0.65,0.6,0.1249112606048584,0.0015321731567382812
50,0.6966666666666667,0.033993463423951924,4,0.6333333333333333,0.7,0.7166666666666667,0.7333333333333334,0.7,0.12500362396240233,0.0015320777893066406
75,0.7366666666666666,0.08844332774281068,2,0.6333333333333333,0.7,0.7166666666666667,0.7333333333333334,0.9,0.12523207664489747,0.001555490493774414
100,0.7366666666666667,0.09153020145163988,1,0.7166666666666667,0.6166666666666667,0.7166666666666667,0.7333333333333334,0.9,0.12553706169128417,0.001580047607421875
