pipeline,mean_bal_acc,std_bal_acc,median_bal_acc,min_bal_acc,max_bal_acc,mean_auroc,std_auroc,mean_n_features,n_repeats
en_nmc,0.812158772,0.025266972663352996,0.8156746,0.7678572,0.8563492,0.932629276,0.015529645300646835,28.48,50
kw_nmc,0.8111030612244898,0.03173458968731138,0.8154762,0.7107144,0.8654762,0.9329791387755102,0.015900397852737492,32.285714285714285,49
kw_rf,0.7997894734693878,0.026844399425320683,0.8071427999999999,0.7353176,0.8460316000000001,0.921366236734694,0.01613857755435062,44.816326530612244,49
en_rf,0.7914206880000001,0.029662446913754126,0.7936508,0.706746,0.8488096,0.91866286,0.016648647744572448,31.96,50
