param_selector__k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
5,0.6466666666666667,0.097410927974683,8,0.55,0.6166666666666667,0.6333333333333333,0.8333333333333333,0.6000000000000001,0.12389845848083496,0.0015254497528076171
10,0.6766666666666667,0.11907047399661169,6,0.45,0.8,0.7,0.7333333333333334,0.7,0.12326197624206543,0.001518106460571289
15,0.6766666666666667,0.11907047399661169,6,0.45,0.7,0.8,0.7333333333333334,0.7,0.12294306755065917,0.0015199661254882812
20,0.75,0.09545214042184234,2,0.6166666666666667,0.9,0.8,0.7333333333333334,0.7,0.12337541580200195,0.0015204429626464843
30,0.7333333333333334,0.07226494462892932,3,0.6166666666666667,0.8166666666666667,0.7,0.7333333333333334,0.8,0.12339677810668945,0.0015280723571777343
50,0.7533333333333333,0.07408703590297623,1,0.6166666666666667,0.8166666666666667,0.8,0.7333333333333334,0.8,0.12395777702331542,0.001625204086303711
75,0.7133333333333333,0.09030811456096043,5,0.6166666666666667,0.6166666666666667,0.8,0.8333333333333333,0.7,0.12362499237060547,0.0015274524688720704
100,0.7166666666666666,0.11925695879998878,4,0.5333333333333333,0.6166666666666667,0.8,0.8333333333333333,0.8,0.12462520599365234,0.0015301227569580079
