param_selector__k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
5,0.6866666666666668,0.03231786571610886,4,0.7,0.65,0.7333333333333334,0.65,0.7,0.12653827667236328,0.0016553878784179687
10,0.7233333333333333,0.09809292646374772,3,0.7166666666666667,0.55,0.7166666666666667,0.8333333333333333,0.8,0.1264047145843506,0.0015769004821777344
15,0.7433333333333334,0.0992191737742481,1,0.8,0.55,0.8166666666666667,0.75,0.8,0.1261594772338867,0.001654338836669922
20,0.74,0.06716480559869963,2,0.8,0.6333333333333333,0.8166666666666667,0.75,0.7,0.12603354454040527,0.00157012939453125
30,0.6466666666666667,0.17745108872274887,5,0.7,0.3333333333333333,0.8166666666666667,0.5833333333333334,0.8,0.12614517211914061,0.0015896320343017577
50,0.6466666666666667,0.17745108872274887,5,0.7,0.3333333333333333,0.8166666666666667,0.5833333333333334,0.8,0.12626323699951172,0.001584005355834961
75,0.6466666666666667,0.17745108872274887,5,0.7,0.3333333333333333,0.8166666666666667,0.5833333333333334,0.8,0.12602620124816893,0.0015809059143066407
100,0.6433333333333333,0.16316317667360555,8,0.7,0.3333333333333333,0.8166666666666667,0.6666666666666666,0.7,0.1270848274230957,0.0016949176788330078
