pipeline,mean_bal_acc,std_bal_acc,median_bal_acc,min_bal_acc,max_bal_acc,mean_auroc,std_auroc,mean_n_features,n_repeats
kw_rf,0.7910000359999999,0.02464093615683478,0.7930556,0.7309524,0.8404764,0.9121705520000001,0.013712960098288063,64.84,50
en_rf,0.770190568,0.028914698353813346,0.774008,0.718651,0.8238096,0.896262124,0.02164939179730667,31.9,50
en_nmc,0.7457857200000001,0.03198582056364658,0.7503969000000001,0.6817460000000001,0.8103174000000001,0.8839043959999999,0.020173335869904666,15.6,50
kw_nmc,0.6314286,0.031122399535107467,0.6327381999999999,0.5722224,0.7075397999999999,0.812335052,0.021819052857268154,25.58,50
