pipeline_a,pipeline_b,statistic,p_value,p_corrected,significant
kw_nmc,kw_rf,0.0,1.7763568394002505e-15,1.0658141036401503e-14,True
kw_nmc,en_nmc,0.0,7.555220876380673e-10,4.5331325258284044e-09,True
kw_nmc,en_rf,0.0,7.555220876380673e-10,4.5331325258284044e-09,True
kw_rf,en_nmc,15.0,2.7892263129513773e-09,1.6735357877708264e-08,True
kw_rf,en_rf,247.5,0.00016665278406628612,0.0009999167043977168,True
en_nmc,en_rf,202.0,2.6215048109630238e-05,0.00015729028865778141,True
