pipeline,mean_ba_excl,std_ba_excl
en_nmc_pens,0.7933398570000001,0.10381645835073089
nmc_pens_ensemble,0.7911517720000001,0.1068116151799389
kw_nmc_pens,0.7845618900000001,0.11573699350837778
nmc_ensemble,0.773436899,0.11036580137272335
standalone_en_pens,0.771980357,0.10062584034458845
standalone_en,0.769302374,0.10180649277498596
kw_nmc,0.768891063,0.12743287847995408
en_nmc,0.759219035,0.1112906499099505
kw_rf,0.752136296,0.11777914244083493
en_rf,0.719583926,0.1262769086455619
