param_clf__shrink_threshold,param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
,0.00359381,0.3,10,0.5033333333333333,0.07102425250887506,559,0.6166666666666667,0.48333333333333334,0.48333333333333334,0.4,0.5333333333333333,0.0027073383331298827,0.0011630535125732421
,0.00359381,0.3,20,0.47333333333333333,0.07118052168020876,689,0.55,0.55,0.48333333333333334,0.4,0.3833333333333333,0.0027564048767089845,0.0011983394622802734
,0.00359381,0.3,50,0.47333333333333333,0.08537498983243799,689,0.35,0.6166666666666667,0.45,0.48333333333333334,0.4666666666666667,0.0027740001678466797,0.0012317180633544921
,0.00359381,0.5,5,0.47000000000000003,0.057154760664940844,737,0.55,0.48333333333333334,0.3833333333333333,0.5,0.43333333333333335,0.0027524948120117186,0.0011812210083007812
,0.00359381,0.5,10,0.5033333333333333,0.07102425250887506,559,0.6166666666666667,0.48333333333333334,0.48333333333333334,0.4,0.5333333333333333,0.002704429626464844,0.001149129867553711
,0.00359381,0.5,20,0.47333333333333333,0.07118052168020876,689,0.55,0.55,0.48333333333333334,0.4,0.3833333333333333,0.0027117252349853514,0.0011712074279785155
,0.00359381,0.5,50,0.47333333333333333,0.08537498983243799,689,0.35,0.6166666666666667,0.45,0.48333333333333334,0.4666666666666667,0.002733612060546875,0.0011785030364990234
,0.00359381,0.7,5,0.47000000000000003,0.057154760664940844,737,0.55,0.48333333333333334,0.3833333333333333,0.5,0.43333333333333335,0.002777576446533203,0.0012452125549316407
,0.00359381,0.7,10,0.5033333333333333,0.07102425250887506,559,0.6166666666666667,0.48333333333333334,0.48333333333333334,0.4,0.5333333333333333,0.0027511119842529297,0.0011753559112548829
,0.00359381,0.7,20,0.47333333333333333,0.07118052168020876,689,0.55,0.55,0.48333333333333334,0.4,0.3833333333333333,0.002710723876953125,0.001163339614868164
,0.00359381,0.7,50,0.47333333333333333,0.08537498983243799,689,0.35,0.6166666666666667,0.45,0.48333333333333334,0.4666666666666667,0.002750587463378906,0.0011617660522460938
,0.00359381,0.9,5,0.47000000000000003,0.057154760664940844,737,0.55,0.48333333333333334,0.3833333333333333,0.5,0.43333333333333335,0.002803611755371094,0.0011610031127929688
,0.00359381,0.9,10,0.5033333333333333,0.07102425250887506,559,0.6166666666666667,0.48333333333333334,0.48333333333333334,0.4,0.5333333333333333,0.0027113437652587892,0.0011628150939941406
,0.00359381,0.9,20,0.47333333333333333,0.07118052168020876,689,0.55,0.55,0.48333333333333334,0.4,0.3833333333333333,0.0027393341064453126,0.0011748313903808595
,0.00359381,0.9,50,0.47333333333333333,0.08537498983243799,689,0.35,0.6166666666666667,0.45,0.48333333333333334,0.4666666666666667,0.002781200408935547,0.0011688709259033204
,0.0129155,0.1,5,0.6599999999999999,0.18487232831816067,368,0.9166666666666667,0.75,0.6333333333333333,0.35,0.65,0.009816741943359375,0.001175689697265625
,0.0129155,0.1,10,0.6733333333333333,0.1730767331432956,309,0.9166666666666667,0.8166666666666667,0.45,0.5333333333333333,0.65,0.00966486930847168,0.0011782169342041016
,0.0129155,0.1,20,0.7033333333333334,0.1829996964174774,170,1.0,0.8166666666666667,0.5166666666666667,0.5333333333333333,0.65,0.009613561630249023,0.0011646747589111328
,0.0129155,0.1,50,0.7,0.13333333333333336,195,0.7166666666666667,0.9166666666666667,0.5166666666666667,0.6166666666666667,0.7333333333333334,0.009702348709106445,0.0011777400970458985
,0.0129155,0.3,5,0.47000000000000003,0.057154760664940844,737,0.55,0.48333333333333334,0.3833333333333333,0.5,0.43333333333333335,0.003236865997314453,0.0011869907379150391
,0.0129155,0.3,10,0.5033333333333333,0.07102425250887506,559,0.6166666666666667,0.48333333333333334,0.48333333333333334,0.4,0.5333333333333333,0.003155040740966797,0.0011859893798828124
,0.0129155,0.3,20,0.47333333333333333,0.07118052168020876,689,0.55,0.55,0.48333333333333334,0.4,0.3833333333333333,0.0031182289123535155,0.0011588096618652343
,0.0129155,0.3,50,0.47333333333333333,0.08537498983243799,689,0.35,0.6166666666666667,0.45,0.48333333333333334,0.4666666666666667,0.0031916141510009766,0.0011955738067626954
,0.0129155,0.5,5,0.47000000000000003,0.057154760664940844,737,0.55,0.48333333333333334,0.3833333333333333,0.5,0.43333333333333335,0.0029548168182373046,0.0011845111846923828
,0.0129155,0.5,10,0.5033333333333333,0.07102425250887506,559,0.6166666666666667,0.48333333333333334,0.48333333333333334,0.4,0.5333333333333333,0.0029047012329101564,0.001169872283935547
,0.0129155,0.5,20,0.47333333333333333,0.07118052168020876,689,0.55,0.55,0.48333333333333334,0.4,0.3833333333333333,0.002870988845825195,0.0011583805084228516
,0.0129155,0.5,50,0.47333333333333333,0.08537498983243799,689,0.35,0.6166666666666667,0.45,0.48333333333333334,0.4666666666666667,0.0028818130493164064,0.0011756420135498047
,0.0129155,0.7,5,0.47000000000000003,0.057154760664940844,737,0.55,0.48333333333333334,0.3833333333333333,0.5,0.43333333333333335,0.0027398109436035157,0.001212930679321289
,0.0129155,0.7,10,0.5033333333333333,0.07102425250887506,559,0.6166666666666667,0.48333333333333334,0.48333333333333334,0.4,0.5333333333333333,0.0027457714080810548,0.0011734485626220704
,0.0129155,0.7,20,0.47333333333333333,0.07118052168020876,689,0.55,0.55,0.48333333333333334,0.4,0.3833333333333333,0.0029187679290771486,0.001286458969116211
,0.0129155,0.7,50,0.47333333333333333,0.08537498983243799,689,0.35,0.6166666666666667,0.45,0.48333333333333334,0.4666666666666667,0.0030962944030761717,0.0013168811798095702
